Region,County,First Dose,Series Complete,Report as of
Central New York,Madison,42671,39875,06/24/2021
Finger Lakes,Monroe,438947,413023,06/24/2021
Mohawk Valley,Montgomery,26647,24658,06/24/2021
Long Island,Nassau,879919,807534,06/24/2021
New York City,New York,1085227,992965,06/24/2021
Western New York,Niagara,113243,105002,06/24/2021
Mohawk Valley,Oneida,116667,108285,06/24/2021
Central New York,Onondaga,279046,261162,06/24/2021
Finger Lakes,Ontario,65904,62303,06/24/2021
Mid-Hudson,Orange,182409,164697,06/24/2021
Finger Lakes,Orleans,17968,16683,06/24/2021
Central New York,Oswego,60161,56586,06/24/2021
Mohawk Valley,Otsego,31618,29761,06/24/2021
Mid-Hudson,Putnam,60804,54895,06/24/2021
New York City,Queens,1405937,1262185,06/24/2021
Capital Region,Rensselaer,91807,85889,06/24/2021
New York City,Richmond,243743,221769,06/24/2021
Mid-Hudson,Rockland,163469,147705,06/24/2021
Capital Region,Saratoga,146714,138057,06/24/2021
Capital Region,Schenectady,102721,95151,06/24/2021
Mohawk Valley,Schoharie,14802,14023,06/24/2021
Southern Tier,Schuyler,8747,8193,06/24/2021
Finger Lakes,Seneca,15139,14175,06/24/2021
North Country,St. Lawrence,54118,51000,06/24/2021
Southern Tier,Steuben,41035,38498,06/24/2021
Long Island,Suffolk,865507,788973,06/24/2021
Mid-Hudson,Sullivan,36043,32748,06/24/2021
Southern Tier,Tioga,20042,18860,06/24/2021
Southern Tier,Tompkins,67218,63533,06/24/2021
Mid-Hudson,Ulster,111355,102375,06/24/2021
Capital Region,Warren,41394,39194,06/24/2021
Capital Region,Washington,32220,30371,06/24/2021
Finger Lakes,Wayne,48457,45558,06/24/2021
Mid-Hudson,Westchester,613626,560880,06/24/2021
Finger Lakes,Wyoming,17680,16437,06/24/2021
Finger Lakes,Yates,11300,10619,06/24/2021
Capital Region,Albany,192386,178812,06/25/2021
Western New York,Allegany,16948,15913,06/25/2021
New York City,Bronx,657867,581541,06/25/2021
Southern Tier,Broome,104500,98621,06/25/2021
Western New York,Cattaraugus,32433,30008,06/25/2021
Central New York,Cayuga,38340,35831,06/25/2021
Western New York,Chautauqua,60662,55942,06/25/2021
Southern Tier,Chemung,36930,34727,06/25/2021
Southern Tier,Chenango,24050,22544,06/25/2021
North Country,Clinton,47377,44780,06/25/2021
Capital Region,Columbia,35254,32719,06/25/2021
Central New York,Cortland,23008,21726,06/25/2021
Southern Tier,Delaware,20424,19075,06/25/2021
Mid-Hudson,Dutchess,168260,152266,06/25/2021
Western New York,Erie,531585,490649,06/25/2021
North Country,Essex,22293,21176,06/25/2021
North Country,Franklin,24513,23036,06/25/2021
Mohawk Valley,Fulton,22890,21321,06/25/2021
Finger Lakes,Genesee,28373,26489,06/25/2021
Capital Region,Greene,24514,22382,06/25/2021
North Country,Hamilton,3036,2839,06/25/2021
Mohawk Valley,Herkimer,28323,26230,06/25/2021
North Country,Jefferson,49698,45616,06/25/2021
New York City,Kings,1254211,1133978,06/25/2021
North Country,Lewis,11016,10506,06/25/2021
Finger Lakes,Livingston,31340,29562,06/25/2021
Central New York,Madison,42743,39991,06/25/2021
Finger Lakes,Monroe,439970,414935,06/25/2021
Mohawk Valley,Montgomery,26692,24778,06/25/2021
Long Island,Nassau,882308,811043,06/25/2021
New York City,New York,1090102,1001421,06/25/2021
Western New York,Niagara,113533,105585,06/25/2021
Mohawk Valley,Oneida,116877,108697,06/25/2021
Central New York,Onondaga,279739,262056,06/25/2021
Finger Lakes,Ontario,65998,62543,06/25/2021
Mid-Hudson,Orange,182827,165332,06/25/2021
Finger Lakes,Orleans,18037,16855,06/25/2021
Central New York,Oswego,60262,56787,06/25/2021
Mohawk Valley,Otsego,31670,29866,06/25/2021
Mid-Hudson,Putnam,60948,55071,06/25/2021
New York City,Queens,1412232,1272212,06/25/2021
Capital Region,Rensselaer,91962,86121,06/25/2021
New York City,Richmond,244586,223407,06/25/2021
Mid-Hudson,Rockland,163946,148362,06/25/2021
Capital Region,Saratoga,147004,138526,06/25/2021
Capital Region,Schenectady,102867,95433,06/25/2021
Mohawk Valley,Schoharie,14848,14068,06/25/2021
Southern Tier,Schuyler,8760,8224,06/25/2021
Finger Lakes,Seneca,15176,14245,06/25/2021
North Country,St. Lawrence,54207,51117,06/25/2021
Southern Tier,Steuben,41135,38719,06/25/2021
Long Island,Suffolk,867824,792229,06/25/2021
Mid-Hudson,Sullivan,36103,32817,06/25/2021
Southern Tier,Tioga,20078,18959,06/25/2021
Southern Tier,Tompkins,67337,63751,06/25/2021
Mid-Hudson,Ulster,111537,102651,06/25/2021
Capital Region,Warren,41462,39335,06/25/2021
Capital Region,Washington,32284,30498,06/25/2021
Finger Lakes,Wayne,48552,45780,06/25/2021
Mid-Hudson,Westchester,615164,563169,06/25/2021
Finger Lakes,Wyoming,17742,16522,06/25/2021
Finger Lakes,Yates,11324,10652,06/25/2021
Capital Region,Albany,192734,179319,06/26/2021
Western New York,Allegany,17002,15948,06/26/2021
New York City,Bronx,660694,585347,06/26/2021
Southern Tier,Broome,104724,99003,06/26/2021
Western New York,Cattaraugus,32493,30099,06/26/2021
Central New York,Cayuga,38466,35980,06/26/2021
Western New York,Chautauqua,60763,56118,06/26/2021
Southern Tier,Chemung,36977,34814,06/26/2021
Southern Tier,Chenango,24197,22697,06/26/2021
North Country,Clinton,47421,44887,06/26/2021
Capital Region,Columbia,35375,32848,06/26/2021
Central New York,Cortland,23110,21842,06/26/2021
Southern Tier,Delaware,20522,19183,06/26/2021
Mid-Hudson,Dutchess,168588,152915,06/26/2021
Western New York,Erie,533450,493597,06/26/2021
North Country,Essex,22333,21257,06/26/2021
North Country,Franklin,24575,23111,06/26/2021
Mohawk Valley,Fulton,23009,21524,06/26/2021
Finger Lakes,Genesee,28453,26631,06/26/2021
Capital Region,Greene,24587,22442,06/26/2021
North Country,Hamilton,3040,2841,06/26/2021
Mohawk Valley,Herkimer,28439,26350,06/26/2021
North Country,Jefferson,49879,45968,06/26/2021
New York City,Kings,1260196,1143769,06/26/2021
North Country,Lewis,11040,10540,06/26/2021
Finger Lakes,Livingston,31474,29819,06/26/2021
Central New York,Madison,42896,40205,06/26/2021
Finger Lakes,Monroe,441447,417457,06/26/2021
Mohawk Valley,Montgomery,26789,24936,06/26/2021
Long Island,Nassau,885049,815317,06/26/2021
New York City,New York,1094615,1010755,06/26/2021
Western New York,Niagara,113905,106258,06/26/2021
Mohawk Valley,Oneida,117218,109193,06/26/2021
Central New York,Onondaga,280627,263166,06/26/2021
Finger Lakes,Ontario,66139,62842,06/26/2021
Mid-Hudson,Orange,183420,166129,06/26/2021
Finger Lakes,Orleans,18134,17020,06/26/2021
Central New York,Oswego,60549,57151,06/26/2021
Mohawk Valley,Otsego,31759,29964,06/26/2021
Mid-Hudson,Putnam,61038,55239,06/26/2021
New York City,Queens,1420229,1284132,06/26/2021
Capital Region,Rensselaer,92268,86487,06/26/2021
New York City,Richmond,245589,225195,06/26/2021
Mid-Hudson,Rockland,164435,149070,06/26/2021
Capital Region,Saratoga,147421,139259,06/26/2021
Capital Region,Schenectady,103094,95805,06/26/2021
Mohawk Valley,Schoharie,14941,14135,06/26/2021
Southern Tier,Schuyler,8770,8253,06/26/2021
Finger Lakes,Seneca,15253,14330,06/26/2021
North Country,St. Lawrence,54323,51229,06/26/2021
Southern Tier,Steuben,41222,38900,06/26/2021
Long Island,Suffolk,870291,796166,06/26/2021
Mid-Hudson,Sullivan,36272,32959,06/26/2021
Southern Tier,Tioga,20196,19094,06/26/2021
Southern Tier,Tompkins,67492,64075,06/26/2021
Mid-Hudson,Ulster,111804,103032,06/26/2021
Capital Region,Warren,41552,39519,06/26/2021
Capital Region,Washington,32456,30804,06/26/2021
Finger Lakes,Wayne,48945,46380,06/26/2021
Mid-Hudson,Westchester,616452,565544,06/26/2021
Finger Lakes,Wyoming,17819,16605,06/26/2021
Finger Lakes,Yates,11336,10675,06/26/2021
Capital Region,Albany,192849,179489,06/27/2021
Western New York,Allegany,17011,15963,06/27/2021
New York City,Bronx,661577,586356,06/27/2021
Southern Tier,Broome,104772,99085,06/27/2021
Western New York,Cattaraugus,32522,30143,06/27/2021
Central New York,Cayuga,38486,36006,06/27/2021
Western New York,Chautauqua,60800,56194,06/27/2021
Southern Tier,Chemung,37008,34871,06/27/2021
Southern Tier,Chenango,24216,22726,06/27/2021
North Country,Clinton,47434,44934,06/27/2021
Capital Region,Columbia,35396,32872,06/27/2021
Central New York,Cortland,23129,21858,06/27/2021
Southern Tier,Delaware,20533,19191,06/27/2021
Mid-Hudson,Dutchess,168750,153119,06/27/2021
Western New York,Erie,533833,494213,06/27/2021
North Country,Essex,22339,21264,06/27/2021
North Country,Franklin,24584,23119,06/27/2021
Mohawk Valley,Fulton,23022,21549,06/27/2021
Finger Lakes,Genesee,28466,26675,06/27/2021
Capital Region,Greene,24603,22465,06/27/2021
North Country,Hamilton,3040,2842,06/27/2021
Mohawk Valley,Herkimer,28448,26387,06/27/2021
North Country,Jefferson,49906,46040,06/27/2021
New York City,Kings,1261992,1145988,06/27/2021
North Country,Lewis,11042,10554,06/27/2021
Finger Lakes,Livingston,31490,29853,06/27/2021
Central New York,Madison,42916,40260,06/27/2021
Finger Lakes,Monroe,441821,418058,06/27/2021
Mohawk Valley,Montgomery,26809,24954,06/27/2021
Long Island,Nassau,885856,816543,06/27/2021
New York City,New York,1096025,1012089,06/27/2021
Western New York,Niagara,113998,106448,06/27/2021
Mohawk Valley,Oneida,117296,109274,06/27/2021
Central New York,Onondaga,280781,263395,06/27/2021
Finger Lakes,Ontario,66173,62906,06/27/2021
Mid-Hudson,Orange,183563,166403,06/27/2021
Finger Lakes,Orleans,18151,17052,06/27/2021
Central New York,Oswego,60567,57193,06/27/2021
Mohawk Valley,Otsego,31777,29987,06/27/2021
Mid-Hudson,Putnam,61088,55303,06/27/2021
New York City,Queens,1422292,1286482,06/27/2021
Capital Region,Rensselaer,92309,86578,06/27/2021
New York City,Richmond,245908,225657,06/27/2021
Mid-Hudson,Rockland,164568,149252,06/27/2021
Capital Region,Saratoga,147471,139373,06/27/2021
Capital Region,Schenectady,103154,95912,06/27/2021
Mohawk Valley,Schoharie,14944,14151,06/27/2021
Southern Tier,Schuyler,8776,8261,06/27/2021
Finger Lakes,Seneca,15257,14340,06/27/2021
North Country,St. Lawrence,54361,51283,06/27/2021
Southern Tier,Steuben,41249,38931,06/27/2021
Long Island,Suffolk,871285,797593,06/27/2021
Mid-Hudson,Sullivan,36303,32988,06/27/2021
Southern Tier,Tioga,20206,19111,06/27/2021
Southern Tier,Tompkins,67520,64108,06/27/2021
Mid-Hudson,Ulster,111850,103135,06/27/2021
Capital Region,Warren,41568,39552,06/27/2021
Capital Region,Washington,32477,30837,06/27/2021
Finger Lakes,Wayne,48971,46423,06/27/2021
Mid-Hudson,Westchester,616930,566289,06/27/2021
Finger Lakes,Wyoming,17834,16629,06/27/2021
Finger Lakes,Yates,11343,10681,06/27/2021
Capital Region,Albany,193019,179662,06/28/2021
Western New York,Allegany,17024,15983,06/28/2021
New York City,Bronx,663458,588712,06/28/2021
Southern Tier,Broome,104859,99209,06/28/2021
Western New York,Cattaraugus,32530,30155,06/28/2021
Central New York,Cayuga,38527,36061,06/28/2021
Western New York,Chautauqua,60852,56245,06/28/2021
Southern Tier,Chemung,37022,34899,06/28/2021
Southern Tier,Chenango,24235,22762,06/28/2021
North Country,Clinton,47476,44999,06/28/2021
Capital Region,Columbia,35434,32909,06/28/2021
Central New York,Cortland,23147,21887,06/28/2021
Southern Tier,Delaware,20561,19224,06/28/2021
Mid-Hudson,Dutchess,168930,153312,06/28/2021
Western New York,Erie,534197,494694,06/28/2021
North Country,Essex,22357,21291,06/28/2021
North Country,Franklin,24612,23155,06/28/2021
Mohawk Valley,Fulton,23045,21581,06/28/2021
Finger Lakes,Genesee,28479,26702,06/28/2021
Capital Region,Greene,24633,22500,06/28/2021
North Country,Hamilton,3066,2849,06/28/2021
Mohawk Valley,Herkimer,28465,26420,06/28/2021
North Country,Jefferson,51838,46146,06/28/2021
New York City,Kings,1264807,1149068,06/28/2021
North Country,Lewis,11059,10562,06/28/2021
Finger Lakes,Livingston,31530,29892,06/28/2021
Central New York,Madison,42949,40335,06/28/2021
Finger Lakes,Monroe,442180,418649,06/28/2021
Mohawk Valley,Montgomery,26832,24997,06/28/2021
Long Island,Nassau,887318,817942,06/28/2021
New York City,New York,1097860,1013851,06/28/2021
Western New York,Niagara,114046,106541,06/28/2021
Mohawk Valley,Oneida,117433,109440,06/28/2021
Central New York,Onondaga,281161,263863,06/28/2021
Finger Lakes,Ontario,66210,62975,06/28/2021
Mid-Hudson,Orange,183770,166799,06/28/2021
Finger Lakes,Orleans,18159,17075,06/28/2021
Central New York,Oswego,60618,57279,06/28/2021
Mohawk Valley,Otsego,31795,30013,06/28/2021
Mid-Hudson,Putnam,61159,55397,06/28/2021
New York City,Queens,1425542,1290336,06/28/2021
Capital Region,Rensselaer,92378,86702,06/28/2021
New York City,Richmond,246417,226228,06/28/2021
Mid-Hudson,Rockland,164916,149616,06/28/2021
Capital Region,Saratoga,147578,139514,06/28/2021
Capital Region,Schenectady,103240,96025,06/28/2021
Mohawk Valley,Schoharie,14952,14156,06/28/2021
Southern Tier,Schuyler,8785,8274,06/28/2021
Finger Lakes,Seneca,15267,14368,06/28/2021
North Country,St. Lawrence,54435,51366,06/28/2021
Southern Tier,Steuben,41291,39001,06/28/2021
Long Island,Suffolk,872709,799063,06/28/2021
Mid-Hudson,Sullivan,36332,33045,06/28/2021
Southern Tier,Tioga,20222,19142,06/28/2021
Southern Tier,Tompkins,67547,64168,06/28/2021
Mid-Hudson,Ulster,111958,103241,06/28/2021
Capital Region,Warren,41607,39598,06/28/2021
Capital Region,Washington,32506,30887,06/28/2021
Finger Lakes,Wayne,49001,46481,06/28/2021
Mid-Hudson,Westchester,617752,567524,06/28/2021
Finger Lakes,Wyoming,17841,16646,06/28/2021
Finger Lakes,Yates,11349,10688,06/28/2021
Capital Region,Albany,193314,179960,06/29/2021
Western New York,Allegany,17032,15997,06/29/2021
New York City,Bronx,665585,591275,06/29/2021
Southern Tier,Broome,104952,99326,06/29/2021
Western New York,Cattaraugus,32562,30188,06/29/2021
Central New York,Cayuga,38562,36104,06/29/2021
Western New York,Chautauqua,60910,56322,06/29/2021
Southern Tier,Chemung,37037,34937,06/29/2021
Southern Tier,Chenango,24269,22787,06/29/2021
North Country,Clinton,47527,45075,06/29/2021
Capital Region,Columbia,35473,32969,06/29/2021
Central New York,Cortland,23160,21908,06/29/2021
Southern Tier,Delaware,20582,19242,06/29/2021
Mid-Hudson,Dutchess,169155,153562,06/29/2021
Western New York,Erie,534639,495260,06/29/2021
North Country,Essex,22369,21312,06/29/2021
North Country,Franklin,24638,23176,06/29/2021
Mohawk Valley,Fulton,23060,21611,06/29/2021
Finger Lakes,Genesee,28490,26724,06/29/2021
Capital Region,Greene,24652,22524,06/29/2021
North Country,Hamilton,3076,2859,06/29/2021
Mohawk Valley,Herkimer,28500,26468,06/29/2021
North Country,Jefferson,55170,46299,06/29/2021
New York City,Kings,1267892,1152531,06/29/2021
North Country,Lewis,11079,10585,06/29/2021
Finger Lakes,Livingston,31559,29928,06/29/2021
Central New York,Madison,42992,40394,06/29/2021
Finger Lakes,Monroe,442538,419293,06/29/2021
Mohawk Valley,Montgomery,26861,25044,06/29/2021
Long Island,Nassau,888868,819634,06/29/2021
New York City,New York,1100047,1016151,06/29/2021
Western New York,Niagara,114115,106674,06/29/2021
Mohawk Valley,Oneida,117598,109640,06/29/2021
Central New York,Onondaga,281682,264357,06/29/2021
Finger Lakes,Ontario,66243,63069,06/29/2021
Mid-Hudson,Orange,184141,167173,06/29/2021
Finger Lakes,Orleans,18170,17090,06/29/2021
Central New York,Oswego,60684,57340,06/29/2021
Mohawk Valley,Otsego,31839,30043,06/29/2021
Mid-Hudson,Putnam,61266,55500,06/29/2021
New York City,Queens,1429347,1294666,06/29/2021
Capital Region,Rensselaer,92465,86807,06/29/2021
New York City,Richmond,246963,226781,06/29/2021
Mid-Hudson,Rockland,165191,149913,06/29/2021
Capital Region,Saratoga,147708,139676,06/29/2021
Capital Region,Schenectady,103421,96251,06/29/2021
Mohawk Valley,Schoharie,14970,14170,06/29/2021
Southern Tier,Schuyler,8796,8281,06/29/2021
Finger Lakes,Seneca,15278,14385,06/29/2021
North Country,St. Lawrence,54538,51464,06/29/2021
Southern Tier,Steuben,41344,39063,06/29/2021
Long Island,Suffolk,874227,800657,06/29/2021
Mid-Hudson,Sullivan,36462,33121,06/29/2021
Southern Tier,Tioga,20242,19162,06/29/2021
Southern Tier,Tompkins,67611,64236,06/29/2021
Mid-Hudson,Ulster,112084,103361,06/29/2021
Capital Region,Warren,41647,39656,06/29/2021
Capital Region,Washington,32528,30922,06/29/2021
Finger Lakes,Wayne,49050,46529,06/29/2021
Mid-Hudson,Westchester,618885,568828,06/29/2021
Finger Lakes,Wyoming,17848,16662,06/29/2021
Finger Lakes,Yates,11350,10691,06/29/2021
Capital Region,Albany,193626,180296,06/30/2021
Western New York,Allegany,17063,16023,06/30/2021
New York City,Bronx,667797,594054,06/30/2021
Southern Tier,Broome,105181,99613,06/30/2021
Western New York,Cattaraugus,32648,30296,06/30/2021
Central New York,Cayuga,38640,36186,06/30/2021
Western New York,Chautauqua,61011,56543,06/30/2021
Southern Tier,Chemung,37129,35043,06/30/2021
Southern Tier,Chenango,24328,22858,06/30/2021
North Country,Clinton,47577,45168,06/30/2021
Capital Region,Columbia,35554,33038,06/30/2021
Central New York,Cortland,23238,21978,06/30/2021
Southern Tier,Delaware,20640,19278,06/30/2021
Mid-Hudson,Dutchess,169573,154018,06/30/2021
Western New York,Erie,536001,497031,06/30/2021
North Country,Essex,22384,21335,06/30/2021
North Country,Franklin,24667,23219,06/30/2021
Mohawk Valley,Fulton,23120,21690,06/30/2021
Finger Lakes,Genesee,28556,26820,06/30/2021
Capital Region,Greene,24703,22568,06/30/2021
North Country,Hamilton,3078,2860,06/30/2021
Mohawk Valley,Herkimer,28576,26556,06/30/2021
North Country,Jefferson,56503,46440,06/30/2021
New York City,Kings,1271731,1157128,06/30/2021
North Country,Lewis,11093,10603,06/30/2021
Finger Lakes,Livingston,31608,30000,06/30/2021
Central New York,Madison,43060,40491,06/30/2021
Finger Lakes,Monroe,443577,420402,06/30/2021
Mohawk Valley,Montgomery,26938,25146,06/30/2021
Long Island,Nassau,891277,822265,06/30/2021
New York City,New York,1102658,1019287,06/30/2021
Western New York,Niagara,114398,107141,06/30/2021
Mohawk Valley,Oneida,117891,109910,06/30/2021
Central New York,Onondaga,282608,265218,06/30/2021
Finger Lakes,Ontario,66396,63236,06/30/2021
Mid-Hudson,Orange,184599,167662,06/30/2021
Finger Lakes,Orleans,18199,17134,06/30/2021
Central New York,Oswego,60833,57484,06/30/2021
Mohawk Valley,Otsego,31921,30123,06/30/2021
Mid-Hudson,Putnam,61400,55630,06/30/2021
New York City,Queens,1433748,1299935,06/30/2021
Capital Region,Rensselaer,92603,86990,06/30/2021
New York City,Richmond,247555,227510,06/30/2021
Mid-Hudson,Rockland,165676,150421,06/30/2021
Capital Region,Saratoga,148048,140020,06/30/2021
Capital Region,Schenectady,103608,96467,06/30/2021
Mohawk Valley,Schoharie,15002,14196,06/30/2021
Southern Tier,Schuyler,8814,8303,06/30/2021
Finger Lakes,Seneca,15318,14414,06/30/2021
North Country,St. Lawrence,54666,51585,06/30/2021
Southern Tier,Steuben,41460,39177,06/30/2021
Long Island,Suffolk,876618,802839,06/30/2021
Mid-Hudson,Sullivan,36560,33244,06/30/2021
Southern Tier,Tioga,20284,19209,06/30/2021
Southern Tier,Tompkins,67679,64311,06/30/2021
Mid-Hudson,Ulster,112402,103640,06/30/2021
Capital Region,Warren,41724,39753,06/30/2021
Capital Region,Washington,32621,31019,06/30/2021
Finger Lakes,Wayne,49157,46680,06/30/2021
Mid-Hudson,Westchester,620375,570430,06/30/2021
Finger Lakes,Wyoming,17875,16704,06/30/2021
Finger Lakes,Yates,11378,10722,06/30/2021
Capital Region,Albany,193854,180572,07/01/2021
Western New York,Allegany,17086,16056,07/01/2021
New York City,Bronx,669891,596481,07/01/2021
Southern Tier,Broome,105297,99769,07/01/2021
Western New York,Cattaraugus,32704,30340,07/01/2021
